image_no,soc,entropy,median_h,mean_s,lab_b,luv_u,CI,luv_v,median_s,median_r,SI,median_v,mean_r,moisture,soil_type
707,1.59,13.82223509,19,64.19238281,11.60294314,7.385106394,0.348360093,14.66906161,59,125.0,0.80054336,125.0,123.7516741,29.25,1
187,1.38,14.01856163,21,113.3550502,24.42959093,13.51370709,0.542609339,29.49720078,104,141.0,1.485390179,141.0,139.3576212,0.82,1
251,1.92,14.95183202,20,124.5090282,26.35280113,16.8439789,0.400037899,32.31640584,108,164.0,1.368729428,164.0,157.2653261,8.89,2
374,1.75,15.06868157,19,117.6030373,21.12780325,13.83595419,0.332549732,26.03813213,97,144.0,0.996701316,144.0,143.9204799,22.3,1
612,2.07,14.25687893,17,101.2548031,23.47447998,19.44268223,0.595230713,29.33388005,96,174.0,1.831745948,174.0,170.4366032,0.18,1
570,1.75,13.7860124,18,104.0863959,20.09274055,14.75652453,0.705493471,24.03240571,95,138.0,1.606599035,138.0,134.7557996,3.98,1
155,1.18,13.85525333,21,132.1378149,30.16329012,17.80345967,0.722312547,35.26287749,124,149.0,2.180953412,149.0,147.2827846,22.42,1
711,1.59,13.58817794,18,94.75402583,16.07048977,11.3057703,0.399789654,18.926327,87,117.0,0.836779254,117.0,116.5357741,29.25,1
689,2.77,14.08990165,19,117.858239,23.29739827,15.56247416,0.605627716,27.43765979,108,138.0,1.613420242,138.0,135.0241749,5.18,2
455,2.66,13.64804026,19,103.5742586,20.06978936,12.89829419,0.525687505,23.88031694,99,126.0,1.139855934,126.0,127.5383251,0.0,1
625,2.66,13.5995005,18,89.99537628,15.52890722,11.49622886,0.479758809,18.56155667,82,125.0,1.0810561,125.0,121.3474171,1.65,1
451,2.66,13.26806789,19,121.5355947,21.69915881,14.43176121,0.399941366,24.24944797,118,113.0,0.794431118,113.0,115.7389987,0.0,1
637,1.27,13.79904295,20,108.542889,22.29664373,13.50354639,0.577152179,26.76906473,101,138.0,1.618918073,138.0,134.6222696,1.67,1
666,2.66,13.73047063,20,93.36009247,18.46423993,11.75981483,0.538359163,22.62490922,86,135.0,1.41658713,135.0,132.5095265,10.69,1
614,2.07,14.47028036,19,126.3037109,25.44308418,17.85492835,0.588150054,29.92946647,113,147.0,1.655720927,147.0,143.1385124,0.18,1
540,1.59,13.6754601,17,120.7763672,16.39273427,12.43510136,0.291736337,17.38617609,110,95.0,0.571504895,95.0,95.93277663,45.07,1
7,1.22,14.18959667,19,90.81090561,22.59476564,15.26672661,0.430063861,29.16849333,85,174.0,1.635630565,174.0,171.9700853,13.5,1
469,2.51,12.56526555,19,121.7070113,23.06926216,15.72786051,0.523750282,25.8452014,119,121.0,0.741988291,121.0,120.8545918,0.0,2
372,1.75,15.05112011,17,95.88598135,16.48856432,12.98269569,0.320261815,20.69093075,79,148.0,0.843548322,148.0,145.0499841,22.3,1
114,2.12,14.29714373,21,112.1412428,26.63195384,15.37451073,0.476172354,33.08449466,102,163.0,1.621264421,163.0,159.0136121,0.85,1
572,1.75,13.80586386,20,98.38139748,20.89014783,12.47858414,0.511299336,25.76207189,91,143.0,1.4787994,143.0,139.6617506,3.98,1
116,1.32,13.59067464,21,114.0396006,26.6056672,15.50386649,0.718424307,32.23657376,109,150.0,1.894786755,150.0,149.1075614,0.69,1
584,1.59,13.48877533,17,105.0434271,14.47190312,11.25490977,0.252752637,15.76411101,97,96.0,0.497515669,96.0,97.0866749,23.77,1
148,1.49,14.30116183,20,120.8449657,25.9561604,16.07178282,0.595782694,31.05321107,111,146.0,1.629240326,146.0,145.015904,2.36,1
305,1.92,12.96324341,19,139.0507215,20.04971565,12.45273605,0.197944646,20.3102505,132,90.0,0.506202861,90.0,90.81228077,28.31,2
242,1.92,14.45732222,19,120.9628308,28.89243509,21.02569195,0.540255091,35.34737942,110,179.0,1.968028684,179.0,171.4870057,8.89,2
467,1.27,13.77974099,19,121.0443439,25.45229909,16.81589673,0.742368259,29.81984739,116,139.0,1.53827338,139.0,139.1293447,0.0,1
63,3.11,13.98314857,19,99.77736368,19.47849436,13.2065762,0.557821011,23.69780498,91,137.0,1.401336509,137.0,135.4589644,58.85,1
657,1.75,13.88328534,18,125.9994619,24.37549381,18.2055932,0.758493465,28.0055371,115,140.0,1.78894479,140.0,135.2820671,10.81,1
303,2.29,13.5240095,19,108.820173,21.42607851,13.57499763,0.547249539,25.26747031,103,128.0,1.200093894,128.0,128.0233179,29.46,2
683,2.51,14.04045576,19,101.2692522,19.39558357,12.94286534,0.553623473,23.43287597,92,135.0,1.407033613,135.0,132.0981545,2.77,2
122,1.49,13.97084294,21,106.3083546,24.10742788,13.71467054,0.502062023,29.75317239,98,150.0,1.581913066,150.0,147.782665,0.62,1
156,3.11,14.42570349,19,123.6114278,25.64272902,17.06120541,0.585901537,30.40026835,113,145.0,1.516833098,145.0,143.9930046,23.27,1
72,2.2,14.16699732,20,118.3880939,26.61723828,16.24002752,0.549748548,32.19069008,109,153.0,1.754154227,153.0,150.396863,10.52,1
401,1.59,15.11871624,17,89.15310108,13.72359764,11.20270069,0.286869757,17.31411257,70,139.0,0.678296927,139.0,139.865633,13.3,1
664,2.66,14.05927315,18,101.4542012,22.8927718,17.99040194,0.580295246,28.46741545,94,168.0,1.859104707,168.0,162.8016781,10.69,1
105,3.11,14.25445723,21,103.6583426,23.86476567,13.90229358,0.43857271,29.8752658,94,157.0,1.532240433,157.0,153.9855309,10.48,1
262,2.5,14.63260605,20,116.6809232,27.07327186,17.34375877,0.422971385,33.68336016,105,176.0,1.815544654,176.0,166.0764708,7.68,3
175,1.49,14.26250485,21,115.9605588,29.19794939,16.02102011,0.465729798,36.26700753,107,168.0,1.905954879,168.0,164.8631816,2.36,1
551,2.51,13.74394435,19,111.6458466,19.65440678,13.82060593,0.545115991,22.61322892,104,120.0,1.057110784,120.0,119.8338249,4.44,2
405,1.27,14.39744708,19,97.127272,21.14497362,14.20672217,0.479521869,26.57806211,88,157.0,1.512423448,157.0,153.462771,13.6,1
292,1.92,14.36231674,20,93.30044244,14.87244312,8.966690002,0.251012611,17.8488149,83,110.0,0.645187538,110.0,113.7234136,45.85,2
308,2.5,13.45931262,19,129.6444515,24.753288,17.18050009,0.675374887,27.6673752,124,125.0,1.115734526,125.0,125.4611767,25.85,3
410,1.27,15.04201379,19,103.617626,18.79222899,13.47004207,0.366069629,23.42426766,85,148.0,1.063066918,148.0,145.2157605,13.6,1
511,2.51,13.76626211,19,104.3129385,16.94161071,11.21521562,0.328219773,19.36869869,98,106.0,0.755594725,106.0,108.8990553,21.1,2
598,2.51,13.73972178,18,87.38279257,19.17418859,14.33086576,0.67636426,24.15198892,84,154.0,1.761454206,154.0,153.1445512,1.66,2
501,1.59,14.04346022,19,96.17861129,15.81758632,10.39153287,0.338456186,18.65711055,86,113.0,0.775995703,113.0,113.944595,51.52,1
665,2.66,13.36400716,18,101.228117,17.14194066,12.26036226,0.503932439,19.86248338,93,118.0,0.928458485,118.0,115.5232581,10.69,1
461,1.59,13.13228622,20,122.1332111,25.42091463,15.08321526,0.74849914,29.35844115,118,130.0,1.292882429,130.0,130.3145528,0.0,1
415,1.27,15.11409652,19,106.1569675,20.39695006,13.58744699,0.329336906,25.76788594,86,157.0,1.005928474,157.0,152.8766342,13.6,1
136,1.48,13.91683637,20,130.7357302,29.83606423,19.56225034,0.737041264,34.93713468,123,152.0,2.071200376,152.0,151.5737006,19.86,1
19,1.31,14.45816692,19,98.25243144,22.38156081,16.02175846,0.427462244,28.54217676,88,174.0,1.393296657,174.0,167.9445552,34.31,1
302,2.29,13.01188223,20,104.7202049,17.15118324,9.799839505,0.205317294,19.37146696,98,103.0,0.430415706,103.0,102.2869699,29.46,2
272,2.29,13.96560159,20,120.1455676,24.65746105,14.63347993,0.554796011,29.01294245,114,133.0,1.340630666,133.0,133.9261998,0.0,2
35,1.49,12.74096371,22,88.8082948,21.70339217,10.90890282,0.521455838,27.6287869,86,150.0,2.347138528,150.0,148.82954,0.0,1
243,1.92,14.42418182,19,123.8240195,30.82033268,21.466053,0.491511695,37.8626102,112,186.0,1.862210032,186.0,177.3977997,8.89,2
599,2.51,13.47900394,20,94.28142937,17.3666363,10.60771012,0.420264069,20.7579812,88,121.0,0.875202107,121.0,119.6488361,1.66,2
127,6.72,14.63280204,20,117.5979751,24.57517204,15.24824389,0.447143738,29.86435729,104,149.0,1.435159221,149.0,146.7417092,1.03,1
621,1.75,14.10169677,20,104.2211615,22.43504217,13.82162682,0.489722968,27.66850591,94,151.0,1.742662107,151.0,145.6343272,0.21,1
98,1.49,14.24365562,22,92.91430166,23.20609535,11.99854164,0.351639837,30.02966401,85,166.0,1.452527188,166.0,162.5595105,2.79,1
653,2.05,14.07060102,19,110.4400909,24.04542985,17.02459969,0.642756887,29.19035665,102,153.0,1.810932543,153.0,150.7706473,2.19,1
85,3.11,14.43392979,20,119.60511,26.1513633,17.23580338,0.503640162,31.61376513,108,156.0,1.694390704,156.0,152.3059232,14.96,1
314,2.05,13.83013699,20,114.5569396,22.78868941,13.20011687,0.513738713,26.8418134,107,129.0,1.241130013,129.0,128.1848095,12.44,2
59,1.18,13.85401045,20,121.4832589,26.56302387,17.09867837,0.699259388,31.43985398,114,145.0,1.802034073,145.0,144.7016303,48.3,1
32,2.2,12.44980918,21,90.06299825,21.09028803,11.14222079,0.637649617,26.49608285,88,144.0,2.125487546,144.0,143.069874,0.0,1
74,1.49,13.99949086,21,114.9191247,27.06999352,15.82737228,0.533514327,33.11361126,106,158.0,1.915886187,158.0,154.4303651,8.04,1
706,1.59,13.93616217,16,108.8127192,21.41832992,19.91458405,0.909114171,25.32925269,103,148.0,1.812435322,148.0,147.082111,29.25,1
119,2.2,13.770426,20,112.8984176,25.54194887,15.16114512,0.643483256,30.93498881,107,148.0,1.772668747,148.0,146.5186344,0.87,1
129,1.18,14.07374633,21,123.6192203,31.06040883,17.94193993,0.58637656,37.74502209,116,165.0,2.30591355,165.0,163.5931322,0.68,1
402,1.27,14.9013951,19,104.1661352,21.36945991,14.42775104,0.402226935,26.74862615,90,155.0,1.262172776,155.0,152.5811942,13.6,1
695,1.75,12.84887038,17,138.6760403,20.26877132,15.05115125,0.233272232,20.54697531,130,99.0,0.418760532,99.0,96.5946867,39.6,1
273,2.29,14.4739841,19,110.8056297,20.15765693,13.17037817,0.481618216,23.97596651,98,129.0,1.245002186,129.0,128.2927475,0.0,2
726,2.77,14.31483549,16,106.540338,20.74734723,20.16071965,0.802702427,24.76523266,100,152.0,1.616688306,152.0,151.0123565,27.98,2
417,2.51,15.10088982,17,91.4477838,15.65929487,12.66110252,0.311967265,19.90221813,73,154.0,0.799875947,154.0,149.3391661,19.4,2
548,1.27,14.17759783,19,102.809929,17.59137539,11.94353283,0.429030873,20.82452394,92,120.0,0.980665609,120.0,121.0031091,55.97,1
547,1.27,14.42554625,17,109.7090668,19.49785145,15.65407246,0.57001992,22.9796566,100,130.0,1.065423098,130.0,132.0884675,55.97,1
659,1.75,13.84580276,19,105.7814892,21.11234256,13.42238937,0.54710335,25.43342231,96,138.0,1.589746772,138.0,134.2266821,10.81,1
